S-reflector time-depth,S-reflector amplitude,S-reflector frequency,Gouge Thickness,Basement Thickness,Basement Proportion,S Distance from seafloor,Water Thickness,Water Proportion,Sediment Thickness,Sediment Proportion,Below Velocity - Mantle (m/s),Above Velocity - Basement (m/s)
-9202.3,8016.95,16.44,28.9,597.28,0.064905513,2240.57,6961.73,0.756520652,1614.39,0.175433316,7595.907714,7029.570972
-9202.3,8016.95,16.44,28.9,597.28,0.064905513,2240.57,6961.73,0.756520652,1614.39,0.175433316,7604.65196,7010.685794
-9198.46,6299.18,16.34,27.15,577.54,0.062786597,2235.75,6962.71,0.75694301,1631.06,0.177318812,7606.32549,7013.754932
-9198.46,6299.18,16.34,27.15,577.54,0.062786597,2235.75,6962.71,0.75694301,1631.06,0.177318812,7613.597854,6988.904294
-9199.78,2988.54,12.46,30.1,564.99,0.061413425,2233.63,6966.15,0.757208325,1638.54,0.178106433,7608.717076,6978.57711
-9199.78,2988.54,12.46,30.1,564.99,0.061413425,2233.63,6966.15,0.757208325,1638.54,0.178106433,7615.681255,6942.190339
-9202.16,2421.95,15.71,26.29,550.82,0.059857686,2235.43,6966.73,0.757075513,1658.32,0.180209864,7613.443372,6936.84913
-9202.16,2421.95,15.71,26.29,550.82,0.059857686,2235.43,6966.73,0.757075513,1658.32,0.180209864,7616.783343,6889.380818
-9200.66,2970.54,18.93,20.07,523.23,0.056868746,2236.9,6963.76,0.756876137,1693.6,0.184073751,7615.836586,6886.848227
-9200.66,2970.54,18.93,20.07,523.23,0.056868746,2236.9,6963.76,0.756876137,1693.6,0.184073751,7626.764303,6851.712751
-9199.83,2402.1,19.63,20.95,507.6,0.055174933,2235.73,6964.1,0.756981379,1707.18,0.185566472,7623.570679,6843.36798
-9199.83,2402.1,19.63,20.95,507.6,0.055174933,2235.73,6964.1,0.756981379,1707.18,0.185566472,7631.332456,6801.840803
-9198.18,3043.14,20.36,21.4,490.73,0.053350772,2234.82,6963.36,0.757036718,1722.69,0.187285963,7626.785354,6790.419621
-9198.18,3043.14,20.36,21.4,490.73,0.053350772,2234.82,6963.36,0.757036718,1722.69,0.187285963,7634.027658,6745.206701
-9197.22,3088.03,19.48,18.64,461,0.050123842,2233.34,6963.88,0.757172276,1753.7,0.190677183,7631.414307,6739.280829
-9197.22,3088.03,19.48,18.64,461,0.050123842,2233.34,6963.88,0.757172276,1753.7,0.190677183,7632.42967,6686.589391
-9196.36,3587.83,20.11,20.15,442.96,0.048166883,2232.52,6963.84,0.757238734,1769.41,0.192403299,7632.897912,6687.526318
-9196.36,3587.83,20.11,20.15,442.96,0.048166883,2232.52,6963.84,0.757238734,1769.41,0.192403299,7627.616225,6627.469904
-9197.84,2446.82,20.54,22.3,421.66,0.045843372,2232.34,6965.5,0.757297365,1788.38,0.19443478,7627.303803,6626.946477
-9197.84,2446.82,20.54,22.3,421.66,0.045843372,2232.34,6965.5,0.757297365,1788.38,0.19443478,7623.464198,6577.417803
-9201.41,147.34,17.79,23.29,415.89,0.045198508,2234.47,6966.94,0.757160044,1795.29,0.195110315,7632.476441,6591.785542
-9201.41,147.34,17.79,23.29,415.89,0.045198508,2234.47,6966.94,0.757160044,1795.29,0.195110315,7622.023997,6537.187202
-9205.72,-988.4,26.55,28.54,408.53,0.044377843,2238.44,6967.28,0.756842485,1801.37,0.195679425,7620.966493,6535.710947
-9205.72,-988.4,26.55,28.54,408.53,0.044377843,2238.44,6967.28,0.756842485,1801.37,0.195679425,7602.507602,6475.893509
-9210.12,-223.86,37.15,37.46,404.09,0.043874564,2242.81,6967.31,0.756484172,1801.26,0.195573999,7587.769902,6458.992192
-9210.12,-223.86,37.15,37.46,404.09,0.043874564,2242.81,6967.31,0.756484172,1801.26,0.195573999,7562.415946,6405.631108
-9213.64,287.59,26.24,41.96,399.01,0.043306446,2246.94,6966.7,0.756128957,1805.97,0.19601048,7583.472656,6426.035131
-9213.64,287.59,26.24,41.96,399.01,0.043306446,2246.94,6966.7,0.756128957,1805.97,0.19601048,7572.186409,6386.32373
-9214.9,-154.29,24.49,46.64,394.18,0.042776373,2250.06,6964.84,0.75582372,1809.24,0.196338539,7572.562949,6386.77678
-9214.9,-154.29,24.49,46.64,394.18,0.042776373,2250.06,6964.84,0.75582372,1809.24,0.196338539,7564.354457,6356.753725
-9212.86,-352.59,23.7,49.48,380.31,0.041280341,2250.65,6962.21,0.755705612,1820.86,0.197643294,7538.834843,6335.689051
-9212.86,-352.59,23.7,49.48,380.31,0.041280341,2250.65,6962.21,0.755705612,1820.86,0.197643294,7546.62176,6318.564148
-9208.12,-577.53,26.61,44.89,365.62,0.039706259,2247.9,6960.22,0.755878507,1837.39,0.199540188,7547.14899,6319.012175
-9208.12,-577.53,26.61,44.89,365.62,0.039706259,2247.9,6960.22,0.755878507,1837.39,0.199540188,7552.459055,6304.998245
-9204.84,-574.79,23.15,21.98,352.62,0.038308107,2243.52,6961.32,0.756267355,1868.92,0.203036663,7547.633839,6301.067882
-9204.84,-574.79,23.15,21.98,352.62,0.038308107,2243.52,6961.32,0.756267355,1868.92,0.203036663,7516.626742,6259.371453
-9209.21,-470.4,19.6,20.26,342.19,0.037157367,2243.94,6965.27,0.756337406,1881.49,0.204305255,7531.335478,6270.416318
-9209.21,-470.4,19.6,20.26,342.19,0.037157367,2243.94,6965.27,0.756337406,1881.49,0.204305255,7536.296956,6261.040833
-9218.36,566.35,19.23,18.65,324.56,0.035207998,2249.01,6969.35,0.756029272,1905.8,0.206739594,7524.293053,6251.872
-9218.36,566.35,19.23,18.65,324.56,0.035207998,2249.01,6969.35,0.756029272,1905.8,0.206739594,7502.579011,6224.600483
-9217.1,650.75,16.67,20.93,323.08,0.03505224,2255.37,6961.73,0.755305899,1911.36,0.207371082,7473.558763,6204.550679
-9217.1,650.75,16.67,20.93,323.08,0.03505224,2255.37,6961.73,0.755305899,1911.36,0.207371082,7421.938524,6163.235991
-9215.51,-30.74,8.95,19.19,320.65,0.034794602,2254.43,6961.08,0.755365682,1914.59,0.207757357,7453.844701,6183.268491
-9215.51,-30.74,8.95,19.19,320.65,0.034794602,2254.43,6961.08,0.755365682,1914.59,0.207757357,7445.656531,6171.989121
-9214.84,0,6.92,20.82,304.34,0.033027161,2253.25,6961.59,0.75547595,1928.09,0.209237491,7421.720648,6157.451735
-9214.84,0,6.92,20.82,304.34,0.033027161,2253.25,6961.59,0.75547595,1928.09,0.209237491,7423.104987,6154.575363
-9213.61,-650.6,11.01,13.5,307.37,0.033360431,2252.67,6960.94,0.755506257,1931.8,0.209668089,7422.465069,6154.204737
-9213.61,-650.6,11.01,13.5,307.37,0.033360431,2252.67,6960.94,0.755506257,1931.8,0.209668089,7390.466683,6133.730455
-9210.04,-292.26,31.06,15.56,340.37,0.036956408,2250.98,6959.06,0.755594981,1895.05,0.20575915,7357.987607,6115.993642
-9210.04,-292.26,31.06,15.56,340.37,0.036956408,2250.98,6959.06,0.755594981,1895.05,0.20575915,7328.760227,6099.336251
-9208.73,-5.38,27.47,16.68,344.89,0.037452504,2247.97,6960.76,0.755887077,1886.4,0.204849094,7356.439973,6114.013098
-9208.73,-5.38,27.47,16.68,344.89,0.037452504,2247.97,6960.76,0.755887077,1886.4,0.204849094,7343.161363,6106.930434
-9202.57,694.59,27.27,14.08,343.94,0.037374342,2245.91,6956.66,0.755947523,1887.89,0.205148127,7350.489209,6110.825169
-9202.57,694.59,27.27,14.08,343.94,0.037374342,2245.91,6956.66,0.755947523,1887.89,0.205148127,7459.832957,6175.390518
-9199.15,627.14,23.54,13.85,347.24,0.037746966,2240.4,6958.75,0.756455759,1879.31,0.204291701,7314.096885,6090.91793
-9199.15,627.14,23.54,13.85,347.24,0.037746966,2240.4,6958.75,0.756455759,1879.31,0.204291701,7407.160817,6141.736357
-9198.16,645.84,20.98,14.46,357.25,0.03883929,2237.76,6960.4,0.756716561,1866.05,0.202872096,7277.017887,6072.05745
-9198.16,645.84,20.98,14.46,357.25,0.03883929,2237.76,6960.4,0.756716561,1866.05,0.202872096,7313.13965,6088.159641
-9195.5,586.56,14.53,22.28,363.22,0.039499755,2236.47,6959.03,0.756786472,1850.97,0.201290849,7296.499957,6079.427058
-9195.5,586.56,14.53,22.28,363.22,0.039499755,2236.47,6959.03,0.756786472,1850.97,0.201290849,7399.840774,6135.864208
-9193.5,0,1.76,21.59,371.04,0.040358949,2234.21,6959.29,0.756979388,1841.58,0.200313265,7396.787569,6133.997541
-9193.5,0,1.76,21.59,371.04,0.040358949,2234.21,6959.29,0.756979388,1841.58,0.200313265,7360.967782,6110.69016
-9190.98,-0.99,10.74,23.33,381,0.041453686,2232.38,6958.6,0.757111864,1828.05,0.198896092,7264.242775,6057.535027
-9190.98,-0.99,10.74,23.33,381,0.041453686,2232.38,6958.6,0.757111864,1828.05,0.198896092,7293.949326,6070.048523
-9189.75,0,1.68,29.85,391.86,0.042640986,2230.41,6959.34,0.757293724,1808.7,0.196817106,7279.490896,6062.557597
-9189.75,0,1.68,29.85,391.86,0.042640986,2230.41,6959.34,0.757293724,1808.7,0.196817106,7334.12484,6088.554211
-9188.45,-51.3,20.57,38.81,403.12,0.04387247,2229.28,6959.17,0.757382366,1787.35,0.194521383,7254.997393,6045.612973
-9188.45,-51.3,20.57,38.81,403.12,0.04387247,2229.28,6959.17,0.757382366,1787.35,0.194521383,7334.144954,6086.027963
-9183.65,65.36,20.19,39.13,413.41,0.045015871,2227.42,6956.23,0.757458091,1774.88,0.193265205,7265.359277,6048.142531
-9183.65,65.36,20.19,39.13,413.41,0.045015871,2227.42,6956.23,0.757458091,1774.88,0.193265205,7294.670778,6059.65173
-9178.99,767.45,21.34,37.63,427.94,0.046621687,2222.82,6956.17,0.757836102,1757.25,0.191442631,7312.460929,6070.211201
-9178.99,767.45,21.34,37.63,427.94,0.046621687,2222.82,6956.17,0.757836102,1757.25,0.191442631,7337.952824,6083.900249
-9174.09,929.97,19.25,42.63,452.12,0.049282272,2218.08,6956.01,0.758223431,1723.33,0.187847514,7316.701287,6070.602713
-9174.09,929.97,19.25,42.63,452.12,0.049282272,2218.08,6956.01,0.758223431,1723.33,0.187847514,7337.231654,6081.462104
-9167.13,697.58,17.08,44.32,468.72,0.051130506,2213.01,6954.12,0.758592929,1699.97,0.185441899,7332.296539,6078.248549
-9167.13,697.58,17.08,44.32,468.72,0.051130506,2213.01,6954.12,0.758592929,1699.97,0.185441899,7355.77875,6092.190375
-9158.76,748.31,13.86,40.86,482.85,0.052720019,2206.25,6952.51,0.759110404,1682.54,0.183708275,7341.766781,6082.745276
-9158.76,748.31,13.86,40.86,482.85,0.052720019,2206.25,6952.51,0.759110404,1682.54,0.183708275,7263.173185,6030.518758
-9147.69,596.99,9.57,35.94,501.12,0.054781043,2197.42,6950.27,0.759784164,1660.36,0.181505932,7389.835542,6115.331045
-9147.69,596.99,9.57,35.94,501.12,0.054781043,2197.42,6950.27,0.759784164,1660.36,0.181505932,7245.551694,6019.952978
-9140.56,596.99,9.76,29.12,517,0.056561086,2187.69,6952.87,0.760661272,1641.57,0.179591841,7218.827656,6004.276397
-9140.56,596.99,9.76,29.12,517,0.056561086,2187.69,6952.87,0.760661272,1641.57,0.179591841,7454.816557,6165.276158
-9134.53,598.38,13.06,26.08,529.16,0.057929636,2181.01,6953.52,0.761234568,1625.77,0.177980695,7362.20047,6095.193917
-9134.53,598.38,13.06,26.08,529.16,0.057929636,2181.01,6953.52,0.761234568,1625.77,0.177980695,7423.112355,6140.842102
-9127.33,598.51,13.15,26.11,541.68,0.059347038,2174.97,6952.36,0.761707969,1607.18,0.176084353,7336.619832,6077.683463
-9127.33,598.51,13.15,26.11,541.68,0.059347038,2174.97,6952.36,0.761707969,1607.18,0.176084353,7181.6416,5977.581797
-9120.11,1205.79,17.43,23.94,556.48,0.061016808,2168.28,6951.83,0.762252868,1587.86,0.174105356,7137.058527,5952.065369
-9120.11,1205.79,17.43,23.94,556.48,0.061016808,2168.28,6951.83,0.762252868,1587.86,0.174105356,7257.964254,6023.814922
-9114.71,1062.27,16.16,22.27,568.24,0.062343179,2161.49,6953.22,0.762856964,1570.98,0.172356553,7124.238274,5944.268617
-9114.71,1062.27,16.16,22.27,568.24,0.062343179,2161.49,6953.22,0.762856964,1570.98,0.172356553,7153.076207,5958.346378
-9106.29,1059.65,20.25,22.94,582.41,0.063956891,2155.48,6950.81,0.763297677,1550.13,0.170226294,7129.056126,5945.499033
-9106.29,1059.65,20.25,22.94,582.41,0.063956891,2155.48,6950.81,0.763297677,1550.13,0.170226294,7197.702335,5983.483639
-9099.2,626.71,19.28,24.9,603.71,0.066347591,2147.21,6951.99,0.764022112,1518.6,0.166893793,7136.27198,5948.955462
-9099.2,626.71,19.28,24.9,603.71,0.066347591,2147.21,6951.99,0.764022112,1518.6,0.166893793,7131.543598,5945.0386
-9091.36,620.13,10.74,29.48,617.04,0.067871034,2139.85,6951.51,0.764628174,1493.33,0.164258153,7354.169411,6085.44033
-9091.36,620.13,10.74,29.48,617.04,0.067871034,2139.85,6951.51,0.764628174,1493.33,0.164258153,7260.549134,6019.11709
-9082.43,277.24,15.95,33.53,627.33,0.069070722,2131.82,6950.61,0.765280877,1470.96,0.161956657,7292.767218,6040.306538
-9082.43,277.24,15.95,33.53,627.33,0.069070722,2131.82,6950.61,0.765280877,1470.96,0.161956657,7257.265251,6014.688375
-9072,596.49,16.65,38.34,629.16,0.069351852,2122.99,6949.01,0.765984347,1455.49,0.16043761,7279.422148,6029.124748
-9072,596.49,16.65,38.34,629.16,0.069351852,2122.99,6949.01,0.765984347,1455.49,0.16043761,7288.237733,6031.841484
-9061.88,585.84,11.27,34.34,631.69,0.069708493,2112.93,6948.95,0.766833152,1446.9,0.159668855,7151.563093,5947.607873
-9061.88,585.84,11.27,34.34,631.69,0.069708493,2112.93,6948.95,0.766833152,1446.9,0.159668855,7197.227847,5970.518754
-9054.29,599.84,13.79,27.55,635.56,0.07019435,2103.86,6950.43,0.767639428,1440.75,0.159123465,7197.243876,5970.540048
-9054.29,599.84,13.79,27.55,635.56,0.07019435,2103.86,6950.43,0.767639428,1440.75,0.159123465,7182.175016,5959.399162
-9040.65,567.67,8.42,29.24,634.85,0.070221721,2095.28,6945.37,0.768237903,1431.19,0.158306095,7131.791352,5930.482336
-9040.65,567.67,8.42,29.24,634.85,0.070221721,2095.28,6945.37,0.768237903,1431.19,0.158306095,7142.260179,5933.06842
-9030.32,841.68,8.1,25.6,630.14,0.069780473,2082.23,6948.09,0.769417917,1426.49,0.157966717,7087.869313,5902.400932
-9030.32,841.68,8.1,25.6,630.14,0.069780473,2082.23,6948.09,0.769417917,1426.49,0.157966717,7116.010787,5915.737526
-9016.49,1803.96,14.47,22.22,625,0.069317439,2071.54,6944.95,0.770249842,1424.32,0.157968345,7088.649943,5900.4613
-9016.49,1803.96,14.47,22.22,625,0.069317439,2071.54,6944.95,0.770249842,1424.32,0.157968345,7077.660484,5892.570064
-9010.52,1842,12.83,23.48,630.12,0.069931591,2059.64,6950.88,0.771418298,1406.04,0.156044268,7086.694991,5897.464482
-9010.52,1842,12.83,23.48,630.12,0.069931591,2059.64,6950.88,0.771418298,1406.04,0.156044268,7091.291149,5901.566342
-8999.37,2438.07,14.81,26.13,639.44,0.071053863,2052.42,6946.95,0.771937369,1386.85,0.154105232,7059.661371,5884.360641
-8999.37,2438.07,14.81,26.13,639.44,0.071053863,2052.42,6946.95,0.771937369,1386.85,0.154105232,7100.143476,5909.248183
-8988.41,2427.33,13.38,31.03,646.12,0.071883681,2042.02,6946.39,0.772816327,1364.87,0.151847768,7034.469407,5873.745908
-8988.41,2427.33,13.38,31.03,646.12,0.071883681,2042.02,6946.39,0.772816327,1364.87,0.151847768,7063.651211,5895.72767
-8978.96,2437.09,13.77,30.46,652.06,0.072620883,2032.19,6946.77,0.773672007,1349.67,0.150314736,7039.372384,5882.693144
-8978.96,2437.09,13.77,30.46,652.06,0.072620883,2032.19,6946.77,0.773672007,1349.67,0.150314736,7050.567944,5896.146206
-8969,2922.7,16.79,28.75,656.03,0.073144163,2022.64,6946.36,0.77448545,1337.86,0.149164901,7041.882293,5891.604314
-8969,2922.7,16.79,28.75,656.03,0.073144163,2022.64,6946.36,0.77448545,1337.86,0.149164901,7082.497794,5925.053944
-8959.86,2405.61,17.63,29.13,665.54,0.074280178,2012.78,6947.08,0.775355865,1318.11,0.14711279,7075.870722,5921.549013
-8959.86,2405.61,17.63,29.13,665.54,0.074280178,2012.78,6947.08,0.775355865,1318.11,0.14711279,7107.219043,5951.754481
-8949.28,1658.04,13.73,24,674,0.075313321,2003.91,6945.37,0.776081428,1305.91,0.145923471,7064.055153,5928.79158
-8949.28,1658.04,13.73,24,674,0.075313321,2003.91,6945.37,0.776081428,1305.91,0.145923471,7102.672803,5963.878565
-8937.21,2918.81,20.01,25.47,678.6,0.075929736,1992.98,6944.23,0.777001995,1288.91,0.144218386,7083.062818,5953.394775
-8937.21,2918.81,20.01,25.47,678.6,0.075929736,1992.98,6944.23,0.777001995,1288.91,0.144218386,7116.782616,5987.91875
-8930.71,2475.53,19.09,29.7,681.92,0.076356751,1982.78,6947.93,0.777981818,1271.16,0.142335828,7100.437903,5979.003544
-8930.71,2475.53,19.09,29.7,681.92,0.076356751,1982.78,6947.93,0.777981818,1271.16,0.142335828,7125.640155,6009.697823
-8915.49,2333.62,17.07,29.68,677.29,0.075967782,1974.92,6940.57,0.778484413,1267.95,0.142218768,7027.72471,5959.123547
-8915.49,2333.62,17.07,29.68,677.29,0.075967782,1974.92,6940.57,0.778484413,1267.95,0.142218768,7128.251904,6028.373471
-8902.73,2901.52,13.62,26.2,664.23,0.074609698,1960.63,6942.1,0.779772047,1270.2,0.142675337,6918.244758,5926.365253
-8902.73,2901.52,13.62,26.2,664.23,0.074609698,1960.63,6942.1,0.779772047,1270.2,0.142675337,6982.626652,5972.847908
-8891.28,3532.8,15.77,25.19,642.72,0.072286555,1948.47,6942.81,0.780856075,1280.56,0.144024257,7002.750917,5982.377045
-8891.28,3532.8,15.77,25.19,642.72,0.072286555,1948.47,6942.81,0.780856075,1280.56,0.144024257,7081.406939,6040.407158
-8880.53,4241.14,17.64,23,617.09,0.06948797,1937.18,6943.35,0.781862119,1297.09,0.146059976,7044.872887,6021.509951
-8880.53,4241.14,17.64,23,617.09,0.06948797,1937.18,6943.35,0.781862119,1297.09,0.146059976,7083.496498,6064.983012
-8870.36,4703.24,17.47,24.84,589.93,0.066505756,1926.46,6943.9,0.782820539,1311.69,0.147873367,7050.47374,6046.945318
-8870.36,4703.24,17.47,24.84,589.93,0.066505756,1926.46,6943.9,0.782820539,1311.69,0.147873367,7086.154706,6088.368278
-8861.39,4882.07,17.32,24.59,565.43,0.063808274,1916.82,6944.57,0.783688564,1326.8,0.149728203,7047.147337,6066.142063
-8861.39,4882.07,17.32,24.59,565.43,0.063808274,1916.82,6944.57,0.783688564,1326.8,0.149728203,7076.575493,6112.900511
-8851.66,4779.82,16.64,25.49,542.97,0.061341037,1907.94,6943.72,0.784453989,1339.48,0.151325288,7053.290115,6099.777917
-8851.66,4779.82,16.64,25.49,542.97,0.061341037,1907.94,6943.72,0.784453989,1339.48,0.151325288,7068.68875,6137.954656
-8843.06,4307.21,17.64,25.36,530.14,0.059949836,1898.37,6944.69,0.785326572,1342.87,0.151855806,7038.401264,6122.586675
-8843.06,4307.21,17.64,25.36,530.14,0.059949836,1898.37,6944.69,0.785326572,1342.87,0.151855806,7049.021746,6156.40334
-8832.18,3542.24,12.27,28.12,520.15,0.058892595,1889.13,6943.05,0.786108299,1340.86,0.151815294,7020.161752,6141.128454
-8832.18,3542.24,12.27,28.12,520.15,0.058892595,1889.13,6943.05,0.786108299,1340.86,0.151815294,7060.239914,6193.163622
-8820.06,5366.38,16.35,28.45,509.44,0.057759244,1878.25,6941.81,0.787047934,1340.36,0.15196722,7035.619421,6181.44735
-8820.06,5366.38,16.35,28.45,509.44,0.057759244,1878.25,6941.81,0.787047934,1340.36,0.15196722,7052.187833,6222.200562
-8814.83,5931.14,16.29,28.57,502.14,0.056965364,1868.04,6946.79,0.788079861,1337.33,0.151713646,7030.270164,6211.061927
-8814.83,5931.14,16.29,28.57,502.14,0.056965364,1868.04,6946.79,0.788079861,1337.33,0.151713646,7051.075804,6254.166538
-8808.98,5420.81,14.49,29.68,492.91,0.0559554,1862.75,6946.23,0.788539649,1340.16,0.152135662,7018.739962,6237.346348
-8808.98,5420.81,14.49,29.68,492.91,0.0559554,1862.75,6946.23,0.788539649,1340.16,0.152135662,6991.347367,6256.085874
-8802.36,5422.61,14.63,29.03,476.44,0.054126393,1857.18,6945.18,0.789013401,1351.71,0.153562226,6866.465365,6195.687693
-8802.36,5422.61,14.63,29.03,476.44,0.054126393,1857.18,6945.18,0.789013401,1351.71,0.153562226,6952.800392,6266.300569
-8800.41,4668.09,15.34,25.05,459.57,0.052221431,1852.3,6948.11,0.78952117,1367.68,0.155410941,6947.643195,6263.611906
-8800.41,4668.09,15.34,25.05,459.57,0.052221431,1852.3,6948.11,0.78952117,1367.68,0.155410941,6986.515345,6313.862649
-8800.29,2958.89,11.27,28.24,452.1,0.051373307,1851.48,6948.81,0.789611479,1371.14,0.155806229,6980.124115,6310.192863
-8800.29,2958.89,11.27,28.24,452.1,0.051373307,1851.48,6948.81,0.789611479,1371.14,0.155806229,7019.993205,6358.477445
-8803.78,2968.12,16.43,31.39,457.6,0.051977673,1852.52,6951.26,0.78957675,1363.53,0.154880063,7032.645523,6366.403411
-8803.78,2968.12,16.43,31.39,457.6,0.051977673,1852.52,6951.26,0.78957675,1363.53,0.154880063,7078.529798,6417.395037
-8804.51,2364.93,13.09,26.71,459.78,0.052220964,1855.44,6949.07,0.789262548,1368.95,0.155482815,7074.96422,6415.078556
-8804.51,2364.93,13.09,26.71,459.78,0.052220964,1855.44,6949.07,0.789262548,1368.95,0.155482815,7121.915192,6464.859122
-8802.06,2713.37,13.62,26.4,442.41,0.050262098,1856.17,6945.89,0.789120956,1387.36,0.157617649,7081.367197,6436.293629
-8801.94,2718.17,15.23,26.79,454.02,0.05158181,1856.33,6945.61,0.789099903,1375.52,0.156274639,7123.185291,6478.484707
-8801.31,3447.16,17.78,26.66,451.65,0.051316225,1854.14,6947.17,0.789333633,1375.83,0.156321048,7109.670068,6468.180086
-8802.41,2935.11,17.37,25.69,456.23,0.051830124,1854.83,6947.58,0.789281572,1372.91,0.155969786,7158.178085,6514.445876
-8805.71,2767.31,12.63,26.46,457.41,0.051944704,1855.83,6949.88,0.789246977,1371.96,0.15580345,7180.671771,6533.293414
-8805.71,2767.31,12.63,26.46,457.41,0.051944704,1855.83,6949.88,0.789246977,1371.96,0.15580345,7220.545509,6575.771551
-8808.2,3558.23,15.66,29.21,454.9,0.051645058,1858.38,6949.82,0.789017052,1374.27,0.156021662,7229.417472,6583.462879
-8808.2,3558.23,15.66,29.21,454.9,0.051645058,1858.38,6949.82,0.789017052,1374.27,0.156021662,7268.016522,6623.599078
-8805,4251.9,18.04,27.54,418.94,0.047579784,1857.41,6947.59,0.789050539,1410.93,0.160241908,7239.277546,6597.346638
-8808.57,4158.15,17.87,28.12,441.85,0.050161377,1860.56,6948.01,0.788778428,1390.59,0.157867849,7276.286126,6630.867575
-8804.71,4121.86,16.76,26.94,400.01,0.045431366,1858.28,6946.43,0.788944781,1431.33,0.162564128,7284.839349,6638.609228
-8807.24,4117.64,16.73,28.28,415.03,0.04712373,1860.98,6946.26,0.788698843,1417.67,0.160966432,7321.549925,6672.900206
-8806.29,3664.96,14.98,24.86,379.08,0.043046504,1859.11,6947.18,0.788888397,1455.17,0.165242117,7332.67307,6683.681953
-8807.51,3564.16,14.11,25.03,388.45,0.044104406,1860.4,6947.11,0.788771174,1446.92,0.164282527,7354.682338,6700.404668
-8808.49,4269.86,14.88,25.19,364.02,0.041326039,1860.58,6947.91,0.788774239,1471.37,0.167039981,7343.44164,6689.032395
-8809.27,3610.4,13.24,25.15,365.16,0.041451789,1861.44,6947.83,0.788695318,1471.13,0.166997946,7375.934167,6710.578525
-8808.55,4213.8,15.72,25.78,336.98,0.038256013,1862.9,6945.65,0.788512298,1500.14,0.170304988,7391.611134,6727.308347
-8808.01,3581.74,13.2,24.98,335.37,0.03807557,1862.9,6945.11,0.788499332,1502.55,0.170589043,7425.387792,6747.055364
-8809.41,4632.58,16.61,24.46,323.04,0.036669879,1863.21,6946.2,0.788497754,1515.71,0.17205579,7430.130969,6752.350322
-8807.88,4177.09,14.32,21.53,315.7,0.035842904,1862.53,6945.35,0.788538218,1525.3,0.173174476,7472.875229,6776.137906
-8809.46,4624.79,15.75,23.89,315.54,0.035818313,1863.92,6945.54,0.788418359,1524.49,0.17305147,7478.484247,6782.666285
-8807.89,4177.32,14.22,22.87,312.08,0.035431868,1862.9,6944.99,0.78849645,1527.95,0.173475146,7505.936079,6784.879456
-8807.54,4227.28,15.23,24.79,311.17,0.035329956,1863.69,6943.85,0.78839835,1527.73,0.173457061,7499.753064,6776.938732
-8807.06,3668.06,15.18,25.77,310.74,0.035283057,1862.74,6944.32,0.788494685,1526.23,0.173296196,7542.333081,6788.233593
-8805.39,4231.92,14.88,25.28,309.65,0.035165961,1862.11,6943.28,0.788526119,1527.18,0.173436952,7556.671241,6805.810984
-8808.04,4178.97,15.55,27.39,309.06,0.035088397,1862.46,6945.58,0.788550007,1526.01,0.173251938,7584.010575,6794.212487
-8803.72,4773,15.08,25.99,301.19,0.034211674,1860.5,6943.22,0.788668881,1533.32,0.174167284,7582.037663,6791.6649
-8807.04,4741.27,15.2,28.63,301.75,0.034262363,1863.21,6943.83,0.788440838,1532.83,0.17404599,7603.297305,6770.029889
-8801.54,5543.3,16.01,25.73,292.63,0.033247591,1858.82,6942.72,0.788807413,1540.46,0.175021644,7612.692304,6781.810522
-8805.07,5360.97,15.67,26.99,293.48,0.033330797,1861.94,6943.13,0.78853774,1541.47,0.175066183,7645.091119,6769.813116
-8799.79,6570.18,17.59,24.3,287.09,0.032624642,1856.57,6943.22,0.789021102,1545.18,0.175592827,7651.355396,6777.773424
-8802.16,6771.12,17.49,26.33,289.72,0.032914648,1859.46,6942.7,0.78874958,1543.41,0.175344461,7687.251144,6768.390004
-8798.12,6854.35,18.24,22.32,281.63,0.032010248,1854.84,6943.28,0.789177688,1550.89,0.176275159,7682.715867,6762.441107
-8802.96,7321.25,17.8,24.62,285.15,0.032392513,1857,6945.96,0.789048229,1547.23,0.175762471,7709.516342,6741.598079
-8796.28,4909.29,18.25,21.54,278.85,0.031700901,1853.72,6942.56,0.789260915,1553.33,0.176589422,7706.685154,6738.024472
-8803.71,6008.42,17.5,24.24,284.83,0.032353406,1858.46,6945.25,0.788900361,1549.39,0.175992848,7682.701456,6663.745425
-8801.52,4293.83,15.88,22.92,280.45,0.031863814,1853.35,6948.17,0.789428417,1549.98,0.176103673,7665.462133,6647.411505
-8804.41,4767.7,16.06,24.75,286.36,0.03252461,1859.23,6945.18,0.788829689,1548.12,0.17583461,7677.224262,6621.047104
-8802.32,3694.77,17.14,23.94,280.05,0.031815476,1857.14,6945.18,0.789016986,1553.15,0.1764478,7696.055324,6637.180508
-8805.57,4071.67,16.49,25.69,284.91,0.032355657,1859.54,6946.03,0.788822302,1548.94,0.175904569,7717.130208,6621.138939
-8803.99,2986.19,15.38,20.82,275.93,0.031341471,1857.76,6946.23,0.788986584,1561.01,0.177307107,7706.752392,6611.345831
-8805.81,2684.09,13.6,24.31,279.3,0.031717695,1860.26,6945.55,0.788746294,1556.65,0.176775334,7725.50072,6594.810329
-8805.84,2685.28,13.32,22.91,273.46,0.031054391,1859.7,6946.14,0.788810608,1563.33,0.177533319,7718.33963,6589.621673
